1.60309E+12,1023.035522,indoor
1.60309E+12,1023.035889,indoor
1.60309E+12,1023.036194,indoor
1.60309E+12,1023.036133,indoor
1.60309E+12,1023.03656,indoor
1.60309E+12,1023.037231,indoor
1.60309E+12,1023.036316,indoor
1.60309E+12,1023.035278,indoor
1.60309E+12,1023.035645,indoor
1.60309E+12,1023.036194,indoor
1.60309E+12,1023.036316,indoor
1.60309E+12,1023.037231,indoor
1.60309E+12,1023.037415,indoor
1.60309E+12,1023.036987,indoor
1.60309E+12,1023.037048,indoor
1.60309E+12,1023.036682,indoor
1.60309E+12,1023.036255,indoor
1.60309E+12,1023.035767,indoor
1.60309E+12,1023.036011,indoor
1.60309E+12,1023.035522,indoor
1.60309E+12,1023.035339,indoor
1.60309E+12,1023.0354,indoor
1.60309E+12,1023.033936,indoor
1.60309E+12,1023.032593,indoor
1.60309E+12,1023.031982,indoor
1.60309E+12,1023.031372,indoor
1.60309E+12,1023.030396,indoor
1.60309E+12,1023.030334,indoor
1.60309E+12,1023.031067,indoor
1.60309E+12,1023.032776,indoor
1.60309E+12,1023.034546,indoor
1.60309E+12,1023.035767,indoor
1.60309E+12,1023.036499,indoor
1.60309E+12,1023.036011,indoor
1.60309E+12,1023.035278,indoor
1.60309E+12,1023.034058,indoor
1.60309E+12,1023.032837,indoor
1.60309E+12,1023.031433,indoor
1.60309E+12,1023.030884,indoor
1.60309E+12,1023.031128,indoor
1.60309E+12,1023.03186,indoor
1.60309E+12,1023.032898,indoor
1.60309E+12,1023.03302,indoor
1.60309E+12,1023.032898,indoor
1.60309E+12,1023.034058,indoor
1.60309E+12,1023.034973,indoor
1.60309E+12,1023.035889,indoor
1.60309E+12,1023.03656,indoor
1.60309E+12,1023.037598,indoor
1.60309E+12,1023.037659,indoor
1.60309E+12,1023.038025,indoor
1.60309E+12,1023.039246,indoor
1.60309E+12,1023.040344,indoor
1.60309E+12,1023.041382,indoor
1.60309E+12,1023.042419,indoor
1.60309E+12,1023.043274,indoor
1.60309E+12,1023.043518,indoor
1.60309E+12,1023.043274,indoor
1.60309E+12,1023.043518,indoor
1.60309E+12,1023.043152,indoor
1.60309E+12,1023.042664,indoor
1.60309E+12,1023.042419,indoor
1.60309E+12,1023.041443,indoor
1.60309E+12,1023.040771,indoor
1.60309E+12,1023.039795,indoor
1.60309E+12,1023.039246,indoor
1.60309E+12,1023.039124,indoor
1.60309E+12,1023.03949,indoor
1.60309E+12,1023.039551,indoor
1.60309E+12,1023.039612,indoor
1.60309E+12,1023.039917,indoor
1.60309E+12,1023.039978,indoor
1.60309E+12,1023.040894,indoor
1.60309E+12,1023.041992,indoor
1.60309E+12,1023.042664,indoor
1.60309E+12,1023.043274,indoor
1.60309E+12,1023.043823,indoor
1.60309E+12,1023.043945,indoor
1.60309E+12,1023.043213,indoor
1.60309E+12,1023.042664,indoor
1.60309E+12,1023.042236,indoor
1.60309E+12,1023.042053,indoor
1.60309E+12,1023.042358,indoor
1.60309E+12,1023.042419,indoor
1.60309E+12,1023.042114,indoor
1.60309E+12,1023.041931,indoor
1.60309E+12,1023.041809,indoor
1.60309E+12,1023.041138,indoor
1.60309E+12,1023.040955,indoor
1.60309E+12,1023.040344,indoor
1.60309E+12,1023.039917,indoor
1.60309E+12,1023.038757,indoor
1.60309E+12,1023.038147,indoor
1.60309E+12,1023.037781,indoor
1.60309E+12,1023.037476,indoor
1.60309E+12,1023.036682,indoor
1.60309E+12,1023.03595,indoor
1.60309E+12,1023.035156,indoor
1.60309E+12,1023.035522,indoor
1.60309E+12,1023.036194,indoor
1.60309E+12,1023.036133,indoor
1.60309E+12,1023.0354,indoor
1.60309E+12,1023.034973,indoor
1.60309E+12,1023.034241,indoor
1.60309E+12,1023.033325,indoor
1.60309E+12,1023.032898,indoor
1.60309E+12,1023.032593,indoor
1.60309E+12,1023.032166,indoor
1.60309E+12,1023.031799,indoor
1.60309E+12,1023.031372,indoor
1.60309E+12,1023.030762,indoor
1.60309E+12,1023.031311,indoor
1.60309E+12,1023.032043,indoor
1.60309E+12,1023.033264,indoor
1.60309E+12,1023.034424,indoor
1.60309E+12,1023.034912,indoor
1.60309E+12,1023.035217,indoor
1.60309E+12,1023.035583,indoor
1.60309E+12,1023.035156,indoor
1.60309E+12,1023.034546,indoor
1.60309E+12,1023.034058,indoor
1.60309E+12,1023.034302,indoor
1.60309E+12,1023.034729,indoor
1.60309E+12,1023.035095,indoor
1.60309E+12,1023.0354,indoor
1.60309E+12,1023.035522,indoor
1.60309E+12,1023.036011,indoor
1.60309E+12,1023.036316,indoor
1.60309E+12,1023.036621,indoor
1.60309E+12,1023.036926,indoor
1.60309E+12,1023.037659,indoor
1.60309E+12,1023.03772,indoor
